id,name,nickname,url,height,height_inches,weight,reach,stance,is_orthodox,dob,record,record_wins,record_losses,record_draws
1039,Peggy Morgan,"""The Daywalker""",http://www.fightmetric.com/fighter-details/92b36014314b028b,"6' 1""",73,135,70,,0,"Dec 16, 1979",2-1-0,2,1,0
1040,Chael Sonnen,,http://www.fightmetric.com/fighter-details/48d1f690b763934c,"6' 1""",73,205,74,Southpaw,0,"Apr 03, 1977",29-14-1,29,14,1
1041,Edwin Figueroa,"""El Feroz""",http://www.fightmetric.com/fighter-details/bbfca6d5c27d9cd8,"5' 7""",67,135,69,Orthodox,1,"Jul 31, 1984",9-4-0,9,4,0
1042,Jose Maria,"""No Chance""",http://www.fightmetric.com/fighter-details/b35ba64b6a2bbcb3,"5' 5""",65,125,--,Orthodox,1,"Jan 04, 1982",33-5-0 (2 NC),33,5,0
1043,Alessio Sakara,"""Legionarius""",http://www.fightmetric.com/fighter-details/7f955f71fa2ce7ac,"6' 0""",72,185,72,Orthodox,1,"Sep 02, 1981",19-11-0 (1 NC),19,11,0
1044,Rosi Sexton,"""The Surgeon""",http://www.fightmetric.com/fighter-details/5dfe71ade71f3a4b,"5' 3""",63,135,63,Orthodox,1,"Jul 16, 1977",13-4-0,13,4,0
1045,Michael Kuiper,,http://www.fightmetric.com/fighter-details/b7f38813485745da,"6' 0""",72,185,73,Orthodox,1,"Jun 07, 1989",12-3-0,12,3,0
1046,George Sotiropoulos,,http://www.fightmetric.com/fighter-details/896c322f56b8be5a,"5' 10""",70,155,71,Orthodox,1,"Jul 09, 1977",14-6-0,14,6,0
1047,Adlan Amagov,"""Borz""",http://www.fightmetric.com/fighter-details/1e327b281ef6a745,"6' 2""",74,170,76,Orthodox,1,"Oct 30, 1986",13-2-1,13,2,1
1048,Jeremy Larsen,,http://www.fightmetric.com/fighter-details/c3bd649a9194e50c,"5' 10""",70,145,70,Orthodox,1,"May 18, 1984",8-5-0 (1 NC),8,5,0
1049,Dustin Pague,"""The Disciple""",http://www.fightmetric.com/fighter-details/55f80a8aeffcdb33,"5' 9""",69,135,74,Orthodox,1,"Aug 05, 1987",11-10-0,11,10,0
1050,Thiago Silva,,http://www.fightmetric.com/fighter-details/2924886ee9c4c527,"6' 2""",74,205,74,Orthodox,1,"Nov 12, 1982",16-3-0 (2 NC),16,3,0
1051,Matt Hamill,"""The Hammer""",http://www.fightmetric.com/fighter-details/98b80a717b9bda17,"6' 1""",73,205,76,Orthodox,1,"Oct 05, 1976",12-5-0,12,5,0
1052,Joey Beltran,"""The Mexicutioner""",http://www.fightmetric.com/fighter-details/46baf0f57edfa4df,"6' 1""",73,185,75,Orthodox,1,"Dec 08, 1981",15-9-0 (1 NC),15,9,0
1053,Rousimar Palhares,"""Toquinho""",http://www.fightmetric.com/fighter-details/8ddf9c51c5fdea75,"5' 8""",68,170,71,Orthodox,1,"Feb 26, 1980",24-5-0,24,5,0
1054,David Mitchell,"""Daudi""",http://www.fightmetric.com/fighter-details/8f3df4c579cfbb69,"6' 0""",72,170,76,Orthodox,1,"Oct 24, 1979",12-4-0,12,4,0
1055,Iliarde Santos,,http://www.fightmetric.com/fighter-details/14aa21bc82cac57d,"5' 5""",65,125,66,Orthodox,1,"Sep 25, 1980",27-9-1 (1 NC),27,9,1
1056,Mike Ricci,"""The Martian""",http://www.fightmetric.com/fighter-details/3c921b1a30fdcbdd,"6' 0""",72,155,77,Southpaw,0,"Mar 18, 1986",9-4-0,9,4,0
1057,Nandor Guelmino,"""The Hun""",http://www.fightmetric.com/fighter-details/1abfb658cd4f8533,"6' 3""",75,230,76,,0,"Dec 20, 1975",11-5-1,11,5,1
1058,Marcos Vinicius,"""Vina""",http://www.fightmetric.com/fighter-details/e363b21261814830,"5' 9""",69,125,70,Orthodox,1,"Dec 05, 1979",20-6-1,20,6,1
1059,Joao Zeferino,"""The Brazilian Samurai""",http://www.fightmetric.com/fighter-details/be4076c9e8d791e3,"5' 11""",71,170,73,Orthodox,1,"Jan 15, 1986",13-6-0,13,6,0
1060,Keith Wisniewski,"""The Polish Connection""",http://www.fightmetric.com/fighter-details/cd12227edd3f134b,"6' 0""",72,170,75,Orthodox,1,"Oct 25, 1981",28-13-1,28,13,1
1061,Yuri Villefort,,http://www.fightmetric.com/fighter-details/0fb1e2694a39a02f,"6' 0""",72,170,73,Orthodox,1,"Mar 23, 1991",6-3-0,6,3,0
1062,Brandon Vera,"""The Truth""",http://www.fightmetric.com/fighter-details/fa315e6c77eee106,"6' 3""",75,230,76,Orthodox,1,"Oct 10, 1977",12-7-0 (1 NC),12,7,0
1063,Pascal Krauss,"""Panzer""",http://www.fightmetric.com/fighter-details/a01e84abefd85ec0,"6' 1""",73,170,72,Orthodox,1,"Apr 19, 1987",11-2-0,11,2,0
1064,Ryan Couture,,http://www.fightmetric.com/fighter-details/46fd223e3ced39b3,"5' 10""",70,155,75,Orthodox,1,"Aug 27, 1982",7-3-0,7,3,0
1065,Jared Hamman,"""The Messenger""",http://www.fightmetric.com/fighter-details/23459ee7e373b98f,"6' 3""",75,185,75,Orthodox,1,"Mar 07, 1982",13-6-0,13,6,0
1066,Martin Kampmann,"""The Hitman""",http://www.fightmetric.com/fighter-details/8b69839f3555a67b,"6' 0""",72,170,72,Orthodox,1,"Apr 17, 1982",20-7-0,20,7,0
1067,Brian Melancon,,http://www.fightmetric.com/fighter-details/eee7dafac7d672b5,"5' 8""",68,170,72,Orthodox,1,"May 28, 1982",7-3-0,7,3,0
1068,Papy Abedi,"""Makambo""",http://www.fightmetric.com/fighter-details/c9f6385af6df66d7,"5' 11""",71,185,74,Southpaw,0,"Jun 30, 1978",9-3-0,9,3,0
1069,James Head,,http://www.fightmetric.com/fighter-details/19a8cce18a1cef9e,"6' 1""",73,170,73,Orthodox,1,"Feb 09, 1984",9-4-0,9,4,0
1070,Benny Alloway,"""Blanco""",http://www.fightmetric.com/fighter-details/c4fe2e9a06ea5bcb,"5' 11""",71,170,75,Orthodox,1,"Feb 19, 1981",13-6-0,13,6,0
1071,Mike Brown,,http://www.fightmetric.com/fighter-details/e0b74df14f52cd15,"5' 6""",66,145,70,Orthodox,1,"Sep 08, 1975",26-9-0,26,9,0
1072,Vinny Magalhaes,"""Pezao""",http://www.fightmetric.com/fighter-details/88a9bc81271ccd89,"6' 3""",75,205,79,Orthodox,1,"Jul 02, 1984",11-7-0 (1 NC),11,7,0
1073,Sheila Gaff,"""The German Tank""",http://www.fightmetric.com/fighter-details/837d30395faca41e,"5' 5""",65,135,62,Orthodox,1,"Dec 29, 1989",10-6-1,10,6,1
1074,Josh Clopton,"""The Gentleman""",http://www.fightmetric.com/fighter-details/48e96d9cea6d4ab0,"5' 6""",66,145,68,Orthodox,1,"Jul 11, 1981",6-2-1,6,2,1
1075,Ednaldo Oliveira,"""Lula""",http://www.fightmetric.com/fighter-details/acd9513399a8b09b,"6' 5""",77,205,79,Orthodox,1,"Feb 19, 1984",13-2-1 (1 NC),13,2,1
1076,Bristol Marunde,,http://www.fightmetric.com/fighter-details/a17322f99ddfd8e9,"6' 1""",73,170,71,Orthodox,1,"Apr 20, 1982",12-9-0,12,9,0
1077,Aaron Riley,,http://www.fightmetric.com/fighter-details/f2c8ebbeafd45f2b,"5' 8""",68,155,69,Southpaw,0,"Dec 09, 1980",29-14-1,29,14,1
1078,John Albert,"""Prince""",http://www.fightmetric.com/fighter-details/7bd94b60d7521e4a,"5' 8""",68,135,68,,0,"Oct 13, 1986",7-5-0,7,5,0
1079,Roger Gracie,,http://www.fightmetric.com/fighter-details/a6bbd3df469c6bea,"6' 4""",76,185,79,Orthodox,1,"Sep 26, 1981",6-2-0,6,2,0
1080,Dave Herman,,http://www.fightmetric.com/fighter-details/cbd6f1abf955e628,"6' 4""",76,242,76,Orthodox,1,"Oct 03, 1984",21-6-0,21,6,0
1081,Sean Pierson,"""The Punisher""",http://www.fightmetric.com/fighter-details/0d506315895efffc,"6' 0""",72,170,76,Southpaw,0,"Mar 10, 1976",14-6-0,14,6,0
1082,John Maguire,"""The One""",http://www.fightmetric.com/fighter-details/1a7745388839e52b,"5' 9""",69,155,69,Southpaw,0,"May 19, 1983",18-6-0,18,6,0
1083,Eddie Mendez,,http://www.fightmetric.com/fighter-details/49e49b54e5901d0d,"5' 10""",70,185,76,,0,"Jan 16, 1984",7-2-1 (1 NC),7,2,1
1084,Karlos Vemola,,http://www.fightmetric.com/fighter-details/d23ccf4a6c221284,"6' 0""",72,185,75,Orthodox,1,"Jul 03, 1985",10-4-0,10,4,0
1085,TJ Grant,,http://www.fightmetric.com/fighter-details/a26198ba5093147e,"5' 10""",70,155,72,Orthodox,1,"Feb 26, 1984",21-5-0,21,5,0
1086,Nah-Shon Burrell,"""The Rock n Rolla""",http://www.fightmetric.com/fighter-details/2c64c035485906aa,"5' 11""",71,170,73,Orthodox,1,"Feb 05, 1990",9-3-0 (1 NC),9,3,0
1087,Brian Bowles,,http://www.fightmetric.com/fighter-details/b26d3e3746fb4024,"5' 7""",67,135,70,Orthodox,1,"Jun 22, 1980",10-3-0,10,3,0
1088,John Cholish,,http://www.fightmetric.com/fighter-details/03c9994c5b8958ec,"5' 11""",71,155,72,Orthodox,1,"Dec 17, 1983",8-3-0,8,3,0
1089,Roger Hollett,"""The Hulk""",http://www.fightmetric.com/fighter-details/27d65e9d0fba61ea,"5' 11""",71,205,70,Orthodox,1,"Oct 08, 1978",13-5-0,13,5,0
1090,Azamat Gashimov,,http://www.fightmetric.com/fighter-details/a1b0715c4fd2dbd3,"5' 6""",66,125,66,Orthodox,1,"Apr 07, 1990",10-3-0,10,3,0
1091,Alan Belcher,"""The Talent""",http://www.fightmetric.com/fighter-details/4130a743d9d22163,"6' 2""",74,185,73,Orthodox,1,"Apr 24, 1984",17-7-0,17,7,0
1092,Cheick Kongo,,http://www.fightmetric.com/fighter-details/1eacf73d6a0055dc,"6' 4""",76,240,82,Orthodox,1,"May 17, 1975",29-9-2,29,9,2
1093,Leonard Garcia,"""Bad Boy""",http://www.fightmetric.com/fighter-details/917e53fa0adea0d3,"5' 10""",70,145,69,Orthodox,1,"Jul 14, 1979",19-11-1,19,11,1
1094,Clifford Starks,,http://www.fightmetric.com/fighter-details/5abf827d62f98fee,"6' 0""",72,185,77,Orthodox,1,"Apr 25, 1981",8-2-0,8,2,0
1095,Gilbert Smith,,http://www.fightmetric.com/fighter-details/54ed8dc6f8c31207,"5' 9""",69,185,75,Southpaw,0,"Oct 19, 1981",5-2-0,5,2,0
1096,Collin Hart,,http://www.fightmetric.com/fighter-details/16bf6a73bdd302cd,"6' 1""",73,185,76,Orthodox,1,"Oct 12, 1989",4-2-1,4,2,1
1097,Jimmy Quinlan,"""Crash""",http://www.fightmetric.com/fighter-details/ddbe4fa2ea573393,"6' 0""",72,185,72,Orthodox,1,"May 25, 1986",3-1-1,3,1,1
1098,Bart Palaszewski,"""Bartimus""",http://www.fightmetric.com/fighter-details/4304992c2acc187b,"5' 9""",69,145,70,Orthodox,1,"May 30, 1983",35-17-0,35,17,0
1099,Justin Lawrence,"""The American Kidd""",http://www.fightmetric.com/fighter-details/879f6cae48d25baa,"5' 8""",68,145,67,Orthodox,1,"May 15, 1990",5-2-0,5,2,0
1100,Philip De Fries,,http://www.fightmetric.com/fighter-details/6ef65b6a152e49d5,"6' 5""",77,250,82,Orthodox,1,"Apr 21, 1986",9-3-0 (1 NC),9,3,0
1101,Pablo Garza,"""The Scarecrow""",http://www.fightmetric.com/fighter-details/8e5bfd4e82352340,"6' 1""",73,145,73,Orthodox,1,"Sep 16, 1983",13-4-0,13,4,0
1102,Adam Cella,"""El Naturel""",http://www.fightmetric.com/fighter-details/b27b8881d7444114,"6' 2""",74,170,78,,0,"Jun 26, 1985",4-2-0,4,2,0
1103,Chris Spang,"""The Kiss""",http://www.fightmetric.com/fighter-details/411d012af19ecb59,"6' 2""",74,170,--,Orthodox,1,"Nov 26, 1987",5-2-0,5,2,0
1104,Besam Yousef,,http://www.fightmetric.com/fighter-details/98ec9f385cca47fc,"5' 11""",71,170,71,Orthodox,1,"Mar 25, 1985",6-2-0,6,2,0
1105,Colin Fletcher,"""The Freakshow""",http://www.fightmetric.com/fighter-details/7d09200f6a77b20e,"6' 2""",74,155,78,Orthodox,1,"Jan 08, 1983",9-3-0,9,3,0
1106,Antonio Carvalho,"""Pato""",http://www.fightmetric.com/fighter-details/fef3d17e27e916e7,"5' 9""",69,145,68,Orthodox,1,"May 30, 1979",15-6-0,15,6,0
1107,Issei Tamura,,http://www.fightmetric.com/fighter-details/57bf89d42364d39e,"5' 5""",65,135,63,Orthodox,1,"Mar 12, 1984",7-4-0,7,4,0
1108,Reuben Duran,,http://www.fightmetric.com/fighter-details/4417980b3e798abf,"5' 7""",67,135,69,Orthodox,1,"Jul 02, 1983",8-5-1,8,5,1
1109,Wanderlei Silva,"""The Axe Murderer""",http://www.fightmetric.com/fighter-details/a1f6999fe57236e0,"5' 11""",71,205,74,Orthodox,1,"Jul 03, 1976",35-12-1 (1 NC),35,12,1
1110,Brian Stann,"""All American""",http://www.fightmetric.com/fighter-details/579fcdfcabd23a7b,"6' 1""",73,205,74,Orthodox,1,"Sep 24, 1980",12-6-0,12,6,0
1111,Riki Fukuda,,http://www.fightmetric.com/fighter-details/7c35f869033901ae,"6' 0""",72,185,73,Southpaw,0,"Jan 06, 1981",19-7-0 (1 NC),19,7,0
1112,Josh Neer,"""The Dentist""",http://www.fightmetric.com/fighter-details/d1a1314976c50bef,"5' 11""",71,170,72,Orthodox,1,"Mar 24, 1983",33-13-1,33,13,1
1113,Lavar Johnson,"""Big""",http://www.fightmetric.com/fighter-details/e6c5908910cc26e4,"6' 4""",76,240,82,Orthodox,1,"Jun 11, 1977",17-7-0,17,7,0
1114,Anton Kuivanen,,http://www.fightmetric.com/fighter-details/706f8e2b34e8e18b,"5' 8""",68,155,72,Orthodox,1,"May 01, 1984",17-6-0,17,6,0
1115,Matt Grice,"""The Real One""",http://www.fightmetric.com/fighter-details/bfc2fc38a0e20211,"5' 8""",68,145,70,Orthodox,1,"Jul 29, 1981",15-5-0,15,5,0
1116,Caros Fodor,"""The Future""",http://www.fightmetric.com/fighter-details/01d2ed8c502e3828,"5' 9""",69,155,76,Orthodox,1,"Jan 07, 1984",7-3-0,7,3,0
1117,Brock Jardine,"""The Machine""",http://www.fightmetric.com/fighter-details/64959f90b6dd9759,"5' 11""",71,170,73,Orthodox,1,"Jul 10, 1985",9-3-0,9,3,0
1118,Jon Manley,,http://www.fightmetric.com/fighter-details/a0602dd050bebefc,"6' 1""",73,170,75,Orthodox,1,"Jul 07, 1986",7-3-0,7,3,0
1119,Jorge Santiago,"""The Sandman""",http://www.fightmetric.com/fighter-details/f8dc544e7077d014,"6' 1""",73,170,74,Orthodox,1,"Oct 09, 1980",25-11-0,25,11,0
1120,Che Mills,"""Beautiful""",http://www.fightmetric.com/fighter-details/6cadfd8f1d9e7685,"6' 1""",73,170,76,Orthodox,1,"Sep 29, 1982",15-5-0 (2 NC),15,5,0
1121,Matthew Riddle,"""Deep Waters""",http://www.fightmetric.com/fighter-details/d023ae89a2a4a41e,"6' 1""",73,170,74,Southpaw,0,"Jan 14, 1986",7-3-0 (2 NC),7,3,0
1122,Terry Etim,,http://www.fightmetric.com/fighter-details/33011768c3c4dc9a,"6' 1""",73,155,73,Orthodox,1,"Jan 11, 1986",15-5-0,15,5,0
1123,Paul Sass,,http://www.fightmetric.com/fighter-details/7b143a54451263d9,"6' 0""",72,155,73,Orthodox,1,"Aug 04, 1988",13-2-0,13,2,0
1124,Josh Grispi,"""The Fluke""",http://www.fightmetric.com/fighter-details/60ba33c3f555a7a3,"5' 11""",71,145,74,Orthodox,1,"Oct 14, 1988",14-5-0,14,5,0
1125,Motonobu Tezuka,,http://www.fightmetric.com/fighter-details/d34636a85f0f4c90,"5' 7""",67,135,66,Southpaw,0,"Aug 29, 1987",19-6-4,19,6,4
1126,Ulysses Gomez,"""Useless""",http://www.fightmetric.com/fighter-details/1e35aa8955794580,"5' 6""",66,125,66,Orthodox,1,"May 25, 1983",9-4-0,9,4,0
1127,Jon Fitch,,http://www.fightmetric.com/fighter-details/6f018c039b4d5d80,"6' 0""",72,170,76,Orthodox,1,"Feb 24, 1978",27-5-1 (1 NC),27,5,1
1128,Jay Hieron,"""The Thoroughbred""",http://www.fightmetric.com/fighter-details/5bb0a618ad03ac64,"6' 0""",72,170,75,Orthodox,1,"Jul 29, 1976",23-7-0,23,7,0
1129,Jacob Volkmann,"""Christmas""",http://www.fightmetric.com/fighter-details/6f81b6de2557739a,"5' 9""",69,155,71,Southpaw,0,"Sep 05, 1980",15-4-0,15,4,0
1130,Mike Stumpf,,http://www.fightmetric.com/fighter-details/c0c36a5b3d5bbdd5,"5' 10""",70,170,71,,0,"Aug 01, 1986",11-4-0,11,4,0
1131,Vladimir Matyushenko,"""The Janitor""",http://www.fightmetric.com/fighter-details/ccdd90bd1fc7dab6,"6' 0""",72,205,74,Orthodox,1,"Jan 04, 1971",26-7-0,26,7,0
1132,Mike Russow,,http://www.fightmetric.com/fighter-details/353de740bb6c7e75,"6' 1""",73,255,73,Orthodox,1,"Sep 11, 1976",15-3-0 (1 NC),15,3,0
1133,Simeon Thoresen,"""The Grin""",http://www.fightmetric.com/fighter-details/fea8acf9bfcf09ec,"6' 1""",73,170,79,Orthodox,1,"Mar 14, 1984",17-4-1,17,4,1
1134,Milton Vieira,"""Miltinho""",http://www.fightmetric.com/fighter-details/7cf20446453f852b,"6' 0""",72,145,72,Orthodox,1,"Oct 04, 1978",13-8-2,13,8,2
1135,Diego Nunes,"""The Gun""",http://www.fightmetric.com/fighter-details/3a24769a4855040a,"5' 6""",66,145,67,Orthodox,1,"Nov 30, 1982",18-4-0,18,4,0
1136,Pedro Nobre,"""The Rock""",http://www.fightmetric.com/fighter-details/e983c62faf677ab2,"5' 5""",65,135,--,,0,"Feb 13, 1986",14-1-2 (1 NC),14,1,2
1137,Wagner Prado,"""Caldeirao""",http://www.fightmetric.com/fighter-details/7f6ef4e1227600bc,"6' 0""",72,205,74,Southpaw,0,"Dec 30, 1986",8-2-0 (1 NC),8,2,0
1138,CJ Keith,,http://www.fightmetric.com/fighter-details/c0eecd851dbf3146,"6' 0""",72,155,--,Orthodox,1,"Aug 09, 1986",8-2-0,8,2,0
1139,Byron Bloodworth,,http://www.fightmetric.com/fighter-details/ecdf14f4f8643d39,"5' 8""",68,135,69,Orthodox,1,"Aug 16, 1983",6-3-0,6,3,0
1140,Shane del Rosario,,http://www.fightmetric.com/fighter-details/85980f5da429c0a6,"6' 4""",76,250,79,Southpaw,0,"Sep 23, 1983",11-2-0,11,2,0
1141,Jonathan Brookins,,http://www.fightmetric.com/fighter-details/b0a6124751a56bc4,"6' 0""",72,145,73,Southpaw,0,"Aug 13, 1985",14-6-0,14,6,0
1142,John Cofer,"""The Potter""",http://www.fightmetric.com/fighter-details/8b260672a21d1fd6,"5' 9""",69,155,73,Southpaw,0,"Apr 29, 1984",7-4-0,7,4,0
1143,Jared Papazian,"""The Jackhammer""",http://www.fightmetric.com/fighter-details/edad57b3dddf2168,"5' 8""",68,135,67,Southpaw,0,"Feb 01, 1988",14-9-0 (1 NC),14,9,0
1144,Manuel Rodriguez,"""Chalate""",http://www.fightmetric.com/fighter-details/5a6e4d2f0c76a242,"5' 9""",69,170,68,Orthodox,1,"Apr 25, 1985",10-4-0,10,4,0
1145,Brendan Loughnane,,http://www.fightmetric.com/fighter-details/b788862dd1c11eac,"5' 9""",69,155,71,,0,"May 12, 1989",5-2-0,5,2,0
1146,Nick Penner,"""The Quiet Assassin""",http://www.fightmetric.com/fighter-details/879b8df81523d91b,"6' 4""",76,205,77,Southpaw,0,"Mar 26, 1980",12-3-0,12,3,0
1147,Henry Martinez,"""Sicario""",http://www.fightmetric.com/fighter-details/76729a829623e266,"5' 7""",67,155,68,Southpaw,0,"Aug 07, 1983",9-3-0,9,3,0
1148,Marcus LeVesseur,"""The Prospect""",http://www.fightmetric.com/fighter-details/182f2b78582de3d8,"5' 9""",69,155,70,Southpaw,0,"Jul 17, 1982",22-7-0,22,7,0
1149,Mark Hominick,"""The Machine""",http://www.fightmetric.com/fighter-details/0a97691039c4bbfb,"5' 8""",68,145,68,Orthodox,1,"Jul 22, 1982",20-12-0,20,12,0
1150,Chad Griggs,"""The Grave Digger""",http://www.fightmetric.com/fighter-details/fdf18227faa596dd,"6' 1""",73,205,73,Orthodox,1,"May 15, 1978",11-3-0,11,3,0
1151,Rich Franklin,"""Ace""",http://www.fightmetric.com/fighter-details/d897897060f10a3a,"6' 1""",73,185,75,Southpaw,0,"Oct 05, 1974",29-7-0 (1 NC),29,7,0
1152,Tiequan Zhang,"""The Wolf""",http://www.fightmetric.com/fighter-details/c23e3d4875340d8d,"5' 8""",68,155,70,Orthodox,1,"Jul 25, 1978",18-4-0,18,4,0
1153,Jeff Hougland,"""Hellbound""",http://www.fightmetric.com/fighter-details/97a8f39186f489db,"5' 7""",67,135,68,Orthodox,1,"Aug 02, 1978",10-6-0,10,6,0
1154,Yasuhiro Urushitani,,http://www.fightmetric.com/fighter-details/c34e5849184b08c3,"5' 5""",65,125,--,Southpaw,0,"Sep 08, 1976",19-6-6,19,6,6
1155,Tom DeBlass,,http://www.fightmetric.com/fighter-details/0bcfe2513cb3bc39,"6' 0""",72,185,75,Orthodox,1,"May 14, 1982",7-2-0,7,2,0
1156,Stephan Bonnar,"""The American Psycho""",http://www.fightmetric.com/fighter-details/c6a33ff198aaaeeb,"6' 4""",76,205,78,Orthodox,1,"Apr 04, 1977",17-8-0,17,8,0
1157,Joey Gambino,"""The Raging Warrior""",http://www.fightmetric.com/fighter-details/10559c53de0b950e,"5' 7""",67,145,--,Orthodox,1,"Oct 26, 1988",9-2-0,9,2,0
1158,Luiz Cane,"""Banha""",http://www.fightmetric.com/fighter-details/24b033b3daf1c9df,"6' 2""",74,185,77,Southpaw,0,"Apr 24, 1981",12-5-0 (1 NC),12,5,0
1159,Aaron Simpson,"""A-Train""",http://www.fightmetric.com/fighter-details/d5f820c11a121050,"6' 0""",72,170,73,Orthodox,1,"Jul 20, 1974",11-4-0,11,4,0
1160,Carlo Prater,"""Neo""",,,,,,,,,,,,
1161,Shane Roller,,,,,,,,,,,,,
1162,Dan Hardy,"""The Outlaw""",http://www.fightmetric.com/fighter-details/473ce3aa581251a2,"6' 0""",72,170,74,Orthodox,1,"May 17, 1982",25-10-0 (1 NC),25,10,0
1163,Duane Ludwig,"""Bang""",http://www.fightmetric.com/fighter-details/84ac950d4c1722dd,"5' 10""",70,170,70,Orthodox,1,"Aug 04, 1978",29-14-0,29,14,0
1164,DaMarques Johnson,"""Darkness""",,,,,,,,,,,,
1165,Jason Young,"""Shotgun""",http://www.fightmetric.com/fighter-details/f59e9e49ef85b469,"5' 9""",69,145,73,Orthodox,1,"Jun 28, 1986",8-7-0,8,7,0
1166,Walel Watson,"""The Gazelle""",,,,,,,,,,,,
1167,Buddy Roberts,,http://www.fightmetric.com/fighter-details/b2a2da86546ddb19,"6' 2""",74,185,--,Orthodox,1,"Oct 17, 1982",12-3-0,12,3,0
1168,Tommy Hayden,"""Wild Card""",,,,,,,,,,,,
1169,Ken Stone,,http://www.fightmetric.com/fighter-details/fbf0947399d14323,"5' 8""",68,135,71,,0,"Oct 08, 1982",11-4-0,11,4,0
1170,Eiji Mitsuoka,,,,,,,,,,,,,
1171,Oli Thompson,,,,,,,,,,,,,
1172,Michihiro Omigawa,,,,,,,,,,,,,
1173,Damacio Page,"""The Angel of Death""",,,,,,,,,,,,
1174,Josh Ferguson,"""Taz""",,,,,,,,,,,,
1175,Dan Stittgen,"""The Anvil""",,,,,,,,,,,,
1176,Forrest Griffin,,http://www.fightmetric.com/fighter-details/fcffee71cff5530e,"6' 3""",75,205,77,Orthodox,1,"Mar 16, 1979",19-7-0,19,7,0
1177,Tito Ortiz,"""The People's Champ""",,,,,,,,,,,,
1178,John Alessio,"""The Natural""",,,,,,,,,,,,
1179,Yoislandy Izquierdo,"""Cuba""",,,,,,,,,,,,
1180,Anistavio Medeiros,"""Gasparzinho""",,,,,,,,,,,,
1181,Delson Heleno,"""Pe De Chumbo""",,,,,,,,,,,,
1182,John Teixeira,"""Macapa""",,,,,,,,,,,,
1183,Wagner Campos,"""Galeto""",http://www.fightmetric.com/fighter-details/db6d5f691aea3fd3,"5' 6""",66,145,--,Southpaw,0,"Jul 31, 1981",11-4-0,11,4,0
1184,Spencer Fisher,"""The King""",http://www.fightmetric.com/fighter-details/f34312c2ccfa0e00,"5' 7""",67,155,70,Southpaw,0,"May 09, 1976",25-9-0,25,9,0
1185,Luis Ramos,"""Beicao""",,,,,,,,,,,,
1186,Ricardo Funch,"""Golden Boy""",,,,,,,,,,,,
1187,Carlos Eduardo Rocha,"""Ta Danado""",,,,,,,,,,,,
1188,Bernardo Magalhaes,"""Trekko""",,,,,,,,,,,,
1189,Jake Hecht,"""Hitman""",,,,,,,,,,,,
1190,Pat Schilling,"""Thrilling""",,,,,,,,,,,,
1191,Chris Tickle,"""BadBoy""",,,,,,,,,,,,
1192,Chris Saunders,"""The So Cal Kid""",,,,,,,,,,,,
1193,Jason Miller,"""Mayhem""",,,,,,,,,,,,
1194,Jorge Lopez,,,,,,,,,,,,,
1195,Jason MacDonald,"""The Athlete""",http://www.fightmetric.com/fighter-details/2be6596a9db33bf5,"6' 3""",75,185,80,Orthodox,1,"Jun 03, 1975",26-16-0,26,16,0
1196,Kamal Shalorus,"""Prince of Persia""",,,,,,,,,,,,
1197,Jeff Curran,"""Big Frog""",,,,,,,,,,,,
1198,Alex Soto,"""Extremo""",,,,,,,,,,,,
1199,Nick Denis,"""The Ninja of Love""",http://www.fightmetric.com/fighter-details/e4aaaa34535e32b6,"5' 7""",67,135,--,Orthodox,1,"Oct 11, 1983",11-3-0,11,3,0
1200,Mike Massenzio,"""The Master of Disaster""",,,,,,,,,,,,
1201,Miguel Torres,,,,,,,,,,,,,
1202,Eddie Yagin,"""The Filipino Phenom""",http://www.fightmetric.com/fighter-details/cc84b68f862b466f,"5' 7""",67,145,--,Orthodox,1,"Mar 23, 1979",16-5-1,16,5,1
1203,Eric Wisely,"""Little Lee""",,,,,,,,,,,,
1204,Aaron Rosa,,,,,,,,,,,,,
1205,Mackens Semerzier,"""Da Menace""",,,,,,,,,,,,
1206,Steve Cantwell,"""The Robot""",,,,,,,,,,,,
1207,Chris Cope,"""C-Murder""",,,,,,,,,,,,
1208,Jon Olav Einemo,"""The Viking""",,,,,,,,,,,,
1209,Dustin Jacoby,,,,,,,,,,,,,
1210,Christian Morecraft,,http://www.fightmetric.com/fighter-details/80779d7441af1b52,"6' 6""",78,260,81,Orthodox,1,"Sep 08, 1986",7-3-0,7,3,0
1211,Jorge Rivera,"""El Conquistador""",,,,,,,,,,,,
1212,Eric Schafer,"""Red""",,,,,,,,,,,,
1213,Daniel Roberts,"""Ninja""",,,,,,,,,,,,
1214,Joseph Sandoval,,,,,,,,,,,,,
1215,Junior Assuncao,,,,,,,,,,,,,
1216,Claude Patrick,"""The Prince""",http://www.fightmetric.com/fighter-details/56116a79e4deed06,"5' 11""",71,170,75,Orthodox,1,"Jun 14, 1980",14-2-0,14,2,0
1217,Krzysztof Soszynski,"""The Polish Experiment""",http://www.fightmetric.com/fighter-details/59583ff832fe9d68,"6' 1""",73,205,77,Open Stance,0,"Aug 02, 1977",26-12-1,26,12,1
1218,Dennis Hallman,"""Superman""",,,,,,,,,,,,
1219,Rich Attonito,"""The Raging Bull""",,,,,,,,,,,,
1220,Stephen Bass,"""Bigfish""",http://www.fightmetric.com/fighter-details/1cecc8fe6748a532,"5' 9""",69,145,--,,0,"Nov 14, 1982",10-1-0,10,1,0
